"date"	"title"	"link"	"Status"	"File"	"Notes"
"20110923"	"Array Duplicates"	"http://programmingpraxis.com/2011/09/23/array-duplicates/"			
"20110920"	"Project Euler Problem 3"	"http://programmingpraxis.com/2011/09/20/project-euler-problem-3/"			
"20110916"	"Pollard’s P-1 Factorization Algorithm, Revisited"	"http://programmingpraxis.com/2011/09/16/pollards-p-1-factorization-algorithm-revisited/"			
"20110913"	"Tetrahedral Numbers"	"http://programmingpraxis.com/2011/09/13/tetrahedral-numbers/"			
"20110909"	"Mersenne Twister"	"http://programmingpraxis.com/2011/09/09/mersenne-twister/"			
"20110906"	"Deques"	"http://programmingpraxis.com/2011/09/06/deques/"			
"20110902"	"Two String Exercises"	"http://programmingpraxis.com/2011/09/02/two-string-exercises/"			
"20110830"	"Hamming Numbers"	"http://programmingpraxis.com/2011/08/30/hamming-numbers/"			
"20110826"	"Reverse Every K Nodes Of A Linked List"	"http://programmingpraxis.com/2011/08/26/reverse-every-k-nodes-of-a-linked-list/"			
"20110823"	"Knapsack"	"http://programmingpraxis.com/2011/08/23/knapsack/"			
"20110819"	"First Non-Repeating Character"	"http://programmingpraxis.com/2011/08/19/first-non-repeating-character/"			
"20110816"	"Insert Into A Cyclic Sorted List"	"http://programmingpraxis.com/2011/08/16/insert-into-a-cyclic-sorted-list/"			
"20110812"	"Word Breaks"	"http://programmingpraxis.com/2011/08/12/word-breaks/"			
"20110809"	"Hett’s Problem 1.28"	"http://programmingpraxis.com/2011/08/09/hetts-problem-128/"			
"20110805"	"Ninety-Nine Bottles Of Beer"	"http://programmingpraxis.com/2011/08/05/ninety-nine-bottles-of-beer/"			
"20110802"	"The "	"http://programmingpraxis.com/2011/08/02/the-nth-prime/"			
"20110729"	"Approximating Pi"	"http://programmingpraxis.com/2011/07/29/approximating-pi/"			
"20110726"	"More Prime-Counting Functions"	"http://programmingpraxis.com/2011/07/26/more-prime-counting-functions/"			
"20110722"	"Counting Primes Using Legendre’s Formula"	"http://programmingpraxis.com/2011/07/22/counting-primes-using-legendres-formula/"			
"20110719"	"Sum Of Two Integers"	"http://programmingpraxis.com/2011/07/19/sum-of-two-integers/"			
"20110715"	"JSON: Writing Output"	"http://programmingpraxis.com/2011/07/15/json-writing-output/"			
"20110712"	"JSON: Parsing Input"	"http://programmingpraxis.com/2011/07/12/json-parsing-input/"			
"20110708"	"Vedic Divisibility"	"http://programmingpraxis.com/2011/07/08/vedic-divisibility/"			
"20110705"	"Big Numbers: Examples"	"http://programmingpraxis.com/2011/07/05/big-numbers-examples/"			
"20110701"	"Feet And Inches"	"http://programmingpraxis.com/2011/07/01/feet-and-inches/"			
"20110628"	"Big Numbers: Functions"	"http://programmingpraxis.com/2011/06/28/big-numbers-functions/"			
"20110624"	"Thank God It’s Friday!"	"http://programmingpraxis.com/2011/06/24/thank-god-its-friday/"			
"20110621"	"Big Numbers: Testing"	"http://programmingpraxis.com/2011/06/21/big-numbers-testing/"			
"20110617"	"Adi Shamir’s Threshold Scheme"	"http://programmingpraxis.com/2011/06/17/adi-shamirs-threshold-scheme/"			
"20110614"	"Big Numbers: Input And Output"	"http://programmingpraxis.com/2011/06/14/big-numbers-input-and-output/"			
"20110610"	"Steganography"	"http://programmingpraxis.com/2011/06/10/steganography/"			
"20110607"	"Big Numbers: Division"	"http://programmingpraxis.com/2011/06/07/big-numbers-division/"			
"20110603"	"Mersenne Primes"	"http://programmingpraxis.com/2011/06/03/mersenne-primes/"			
"20110531"	"Big Numbers: Addition, Subtraction, And Multiplication"	"http://programmingpraxis.com/2011/05/31/big-numbers-addition-subtraction-and-multiplication/"			
"20110527"	"Upside Up"	"http://programmingpraxis.com/2011/05/27/upside-up/"			
"20110524"	"Big Numbers: Getting Started"	"http://programmingpraxis.com/2011/05/24/big-numbers-getting-started/"			
"20110520"	"ISBN Validation"	"http://programmingpraxis.com/2011/05/20/isbn-validation/"			
"20110517"	"Two Bad Sorts"	"http://programmingpraxis.com/2011/05/17/two-bad-sorts/"			
"20110513"	"Dixon’s Factorization Algorithm"	"http://programmingpraxis.com/2011/05/13/dixons-factorization-algorithm/"			
"20110510"	"Comm"	"http://programmingpraxis.com/2011/05/10/comm/"			
"20110506"	"Entab And Detab"	"http://programmingpraxis.com/2011/05/06/entab-and-detab/"			
"20110503"	"Squaring The Bishop"	"http://programmingpraxis.com/2011/05/03/squaring-the-bishop/"			
"20110429"	"Rule 30 RNG"	"http://programmingpraxis.com/2011/04/29/rule-30-rng/"			
"20110426"	"Miscellanea"	"http://programmingpraxis.com/2011/04/26/miscellanea/"			
"20110422"	"Xref"	"http://programmingpraxis.com/2011/04/22/xref/"			
"20110419"	"Same Five Digits"	"http://programmingpraxis.com/2011/04/19/same-five-digits/"			
"20110415"	"Partition Numbers"	"http://programmingpraxis.com/2011/04/15/partition-numbers/"			
"20110412"	"House Of Representatives"	"http://programmingpraxis.com/2011/04/12/house-of-representatives/"			
"20110408"	"Credit Card Validation"	"http://programmingpraxis.com/2011/04/08/credit-card-validation/"			
"20110405"	"Fortune"	"http://programmingpraxis.com/2011/04/05/fortune/"			
"20110401"	"Maximum Difference In An Array"	"http://programmingpraxis.com/2011/04/01/maximum-difference-in-an-array/"			
"20110328"	"Look And Say, Revisited"	"http://programmingpraxis.com/2011/03/28/look-and-say-revisited/"			
"20110325"	"Sum"	"http://programmingpraxis.com/2011/03/25/sum/"			
"20110322"	"Two Kaprekar Exercises"	"http://programmingpraxis.com/2011/03/22/two-kaprekar-exercises/"			
"20110318"	"Loopy Loops"	"http://programmingpraxis.com/2011/03/18/loopy-loops/"			
"20110315"	"Look And Say"	"http://programmingpraxis.com/2011/03/15/look-and-say/"			
"20110311"	"Lowest Common Ancestor"	"http://programmingpraxis.com/2011/03/11/lowest-common-ancestor/"			
"20110308"	"Reverse Words"	"http://programmingpraxis.com/2011/03/08/reverse-words/"			
"20110304"	"Chutes And Ladders"	"http://programmingpraxis.com/2011/03/04/chutes-and-ladders/"			
"20110301"	"An Early LISP Program"	"http://programmingpraxis.com/2011/03/01/an-early-lisp-program/"			
"20110225"	"Sieve Of Euler"	"http://programmingpraxis.com/2011/02/25/sieve-of-euler/"			
"20110222"	"Sliding Window Minimum"	"http://programmingpraxis.com/2011/02/22/sliding-window-minimum/"			
"20110218"	"Two Factoring Games"	"http://programmingpraxis.com/2011/02/18/two-factoring-games/"			
"20110215"	"Google Code Jam Qualification Round Africa 2010"	"http://programmingpraxis.com/2011/02/15/google-code-jam-qualification-round-africa-2010/"			
"20110211"	"Sums Of Powers"	"http://programmingpraxis.com/2011/02/11/sums-of-powers/"			
"20110208"	"The First Computer Program"	"http://programmingpraxis.com/2011/02/08/the-first-computer-program/"			
"20110204"	"Excel Columns"	"http://programmingpraxis.com/2011/02/04/excel-columns/"			
"20110201"	"Cuckoo Hashing"	"http://programmingpraxis.com/2011/02/01/cuckoo-hashing/"			
"20110128"	"Population Count"	"http://programmingpraxis.com/2011/01/28/population-count/"			
"20110125"	"Rational Numbers"	"http://programmingpraxis.com/2011/01/25/rational-numbers/"			
"20110121"	"Pollard Rho, Revisited"	"http://programmingpraxis.com/2011/01/21/pollard-rho-revisited/"			
"20110118"	"Solitaire Cipher"	"http://programmingpraxis.com/2011/01/18/solitaire-cipher/"			
"20110114"	"Slots"	"http://programmingpraxis.com/2011/01/14/slots/"			
"20110111"	"Two Integrals"	"http://programmingpraxis.com/2011/01/11/two-integrals/"			
"20110107"	"Counting Primes"	"http://programmingpraxis.com/2011/01/07/counting-primes/"			
"20110104"	"Dijkstra’s Algorithm"	"http://programmingpraxis.com/2011/01/04/dijkstras-algorithm/"			
"20101231"	"Arithmetic Drill"	"http://programmingpraxis.com/2010/12/31/arithmetic-drill/"			
"20101228"	"Carmichael Numbers"	"http://programmingpraxis.com/2010/12/28/carmichael-numbers/"			
"20101224"	"Tracking Santa"	"http://programmingpraxis.com/2010/12/24/tracking-santa/"			
"20101221"	"Interval Arithmetic"	"http://programmingpraxis.com/2010/12/21/interval-arithmetic/"			
"20101217"	"Polite Numbers"	"http://programmingpraxis.com/2010/12/17/polite-numbers/"			
"20101214"	"Longest Duplicated Substring"	"http://programmingpraxis.com/2010/12/14/longest-duplicated-substring/"			
"20101210"	"Two Random Selections"	"http://programmingpraxis.com/2010/12/10/two-random-selections/"			
"20101207"	"Ullman’s Puzzle"	"http://programmingpraxis.com/2010/12/07/ullmans-puzzle/"			
"20101203"	"Maximum Sum Subsequence"	"http://programmingpraxis.com/2010/12/03/maximum-sum-subsequence/"			
"20101130"	"Form Letters"	"http://programmingpraxis.com/2010/11/30/form-letters/"			
"20101126"	"Divisors And Totatives"	"http://programmingpraxis.com/2010/11/26/divisors-and-totatives/"			
"20101123"	"String Subsets"	"http://programmingpraxis.com/2010/11/23/string-subsets/"			
"20101119"	"Topological Sort"	"http://programmingpraxis.com/2010/11/19/topological-sort/"			
"20101116"	"RSA Cryptography"	"http://programmingpraxis.com/2010/11/16/rsa-cryptography/"			
"20101112"	"Rowland’s Prime-Generating Function"	"http://programmingpraxis.com/2010/11/12/rowlands-prime-generating-function/"			
"20101109"	"Subset Sums"	"http://programmingpraxis.com/2010/11/09/subset-sums/"			
"20101105"	"Weather Forecast"	"http://programmingpraxis.com/2010/11/05/weather-forecast/"			
"20101102"	"Emirps"	"http://programmingpraxis.com/2010/11/02/emirps/"			
"20101029"	"Fibonacci Primes"	"http://programmingpraxis.com/2010/10/29/fibonacci-primes/"			
"20101026"	"Benford’s Law"	"http://programmingpraxis.com/2010/10/26/benfords-law/"			
"20101022"	"Text File Databases: Part 2"	"http://programmingpraxis.com/2010/10/22/text-file-databases-part-2/"			
"20101019"	"Text File Databases: Part 1"	"http://programmingpraxis.com/2010/10/19/text-file-databases-part-1/"			
"20101015"	"Find The Longest Palindrome In A String"	"http://programmingpraxis.com/2010/10/15/find-the-longest-palindrome-in-a-string/"			
"20101012"	"Rotate An Array"	"http://programmingpraxis.com/2010/10/12/rotate-an-array/"			
"20101008"	"Zeller’s Congruence"	"http://programmingpraxis.com/2010/10/08/zellers-congruence/"			
"20101005"	"George Marsaglia’s Random Number Generators"	"http://programmingpraxis.com/2010/10/05/george-marsaglias-random-number-generators/"			
"20101001"	"Oban Numbers"	"http://programmingpraxis.com/2010/10/01/oban-numbers/"			
"20100928"	"Maxiphobic Heaps"	"http://programmingpraxis.com/2010/09/28/maxiphobic-heaps/"			
"20100924"	"Alien Numbers"	"http://programmingpraxis.com/2010/09/24/alien-numbers/"			
"20100921"	"Kaprekar Numbers"	"http://programmingpraxis.com/2010/09/21/kaprekar-numbers/"			
"20100917"	"The Factorization Of F7: Part 2"	"http://programmingpraxis.com/2010/09/17/the-factorization-of-f7-part-2/"			
"20100914"	"The Factorization Of F7: Part 1"	"http://programmingpraxis.com/2010/09/14/the-factorization-of-f7-part-1/"			
"20100910"	"Data Encryption Standard: Part 4"	"http://programmingpraxis.com/2010/09/10/data-encryption-standard-part-4/"			
"20100907"	"Data Encryption Standard: Part 3"	"http://programmingpraxis.com/2010/09/07/data-encryption-standard-part-3/"			
"20100903"	"Data Encryption Standard: Part 2"	"http://programmingpraxis.com/2010/09/03/data-encryption-standard-part-2/"			
"20100831"	"Data Encryption Standard: Part 1"	"http://programmingpraxis.com/2010/08/31/data-encryption-standard-part-1/"			
"20100827"	"Chinese Remainders"	"http://programmingpraxis.com/2010/08/27/chinese-remainders/"			
"20100824"	"Daniel Shanks’ Square Form Factorization Algorithm"	"http://programmingpraxis.com/2010/08/24/daniel-shanks-square-form-factorization-algorithm/"			
"20100820"	"Marriage Sort"	"http://programmingpraxis.com/2010/08/20/marriage-sort/"			
"20100817"	"Cut"	"http://programmingpraxis.com/2010/08/17/cut/"			
"20100813"	"E"	"http://programmingpraxis.com/2010/08/13/e/"			
"20100810"	"Literate Programming"	"http://programmingpraxis.com/2010/08/10/literate-programming/"			
"20100806"	"Two Powering Predicates"	"http://programmingpraxis.com/2010/08/06/two-powering-predicates/"			
"20100803"	"Carl Hewitt’s Same-Fringe Problem"	"http://programmingpraxis.com/2010/08/03/carl-hewitts-same-fringe-problem/"			
"20100730"	"Fibonacci Numbers"	"http://programmingpraxis.com/2010/07/30/fibonacci-numbers/"			
"20100727"	"HAMURABI.BAS"	"http://programmingpraxis.com/2010/07/27/hamurabi-bas/"			
"20100723"	"Happy Numbers"	"http://programmingpraxis.com/2010/07/23/happy-numbers/"			
"20100720"	"Solving Systems Of Linear Equations"	"http://programmingpraxis.com/2010/07/20/solving-systems-of-linear-equations/"			
"20100716"	"Contents: Themes"	"http://programmingpraxis.com/2010/07/16/contents-themes/"			
"20100713"	"Word Cube"	"http://programmingpraxis.com/2010/07/13/word-cube/"			
"20100709"	"Contents: Permuted Table Of Contents"	"http://programmingpraxis.com/2010/07/09/contents-permuted-table-of-contents/"			
"20100706"	"Chaocipher"	"http://programmingpraxis.com/2010/07/06/chaocipher/"			
"20100702"	"Contents: Chronological Listing Of Exercises"	"http://programmingpraxis.com/2010/07/02/contents-chronological-listing-of-exercises/"			
"20100629"	"World Cup Prognostication"	"http://programmingpraxis.com/2010/06/29/world-cup-prognostication/"			
"20100625"	"Learn A New Language"	"http://programmingpraxis.com/2010/06/25/learn-a-new-language/"			
"20100622"	"Matrix Operations"	"http://programmingpraxis.com/2010/06/22/matrix-operations/"			
"20100618"	"Parsing Command-Line Arguments"	"http://programmingpraxis.com/2010/06/18/parsing-command-line-arguments/"			
"20100615"	"Natural Join"	"http://programmingpraxis.com/2010/06/15/natural-join/"			
"20100611"	"N-Queens"	"http://programmingpraxis.com/2010/06/11/n-queens/"			
"20100608"	"Diff"	"http://programmingpraxis.com/2010/06/08/diff/"			
"20100604"	"Williams’ "	"http://programmingpraxis.com/2010/06/04/williams-p1-factorization-algorithm/"			
"20100601"	"Unwrapping A Spiral"	"http://programmingpraxis.com/2010/06/01/unwrapping-a-spiral/"			
"20100528"	"Printing Files"	"http://programmingpraxis.com/2010/05/28/printing-files/"			
"20100525"	"GB_FLIP"	"http://programmingpraxis.com/2010/05/25/gb_flip/"			
"20100512"	"Back Home"	"http://programmingpraxis.com/2010/05/12/back-home/"			
"20100509"	"Taking A Break"	"http://programmingpraxis.com/2010/05/09/taking-a-break/"			
"20100507"	"Integer Logarithms"	"http://programmingpraxis.com/2010/05/07/integer-logarithms/"			
"20100504"	"Spectacular Seven"	"http://programmingpraxis.com/2010/05/04/spectacular-seven/"			
"20100430"	"Integer Factorization"	"http://programmingpraxis.com/2010/04/30/integer-factorization/"			
"20100427"	"Modern Elliptic Curve Factorization, Part 2"	"http://programmingpraxis.com/2010/04/27/modern-elliptic-curve-factorization-part-2/"			
"20100423"	"Modern Elliptic Curve Factorization, Part 1"	"http://programmingpraxis.com/2010/04/23/modern-elliptic-curve-factorization-part-1/"			
"20100420"	"145 Puzzle"	"http://programmingpraxis.com/2010/04/20/145-puzzle/"			
"20100416"	"Expression Evaluation"	"http://programmingpraxis.com/2010/04/16/expression-evaluation/"			
"20100413"	"Traveling Salesman: Minimum Spanning Tree"	"http://programmingpraxis.com/2010/04/13/traveling-salesman-minimum-spanning-tree/"			
"20100409"	"Minimum Spanning Tree: Prim’s Algorithm"	"http://programmingpraxis.com/2010/04/09/minimum-spanning-tree-prims-algorithm/"			
"20100406"	"Minimum Spanning Tree: Kruskal’s Algorithm"	"http://programmingpraxis.com/2010/04/06/minimum-spanning-tree-kruskals-algorithm/"			
"20100402"	"Disjoint Sets"	"http://programmingpraxis.com/2010/04/02/disjoint-sets/"			
"20100330"	"Passover"	"http://programmingpraxis.com/2010/03/30/passover/"			
"20100326"	"The Next Prime"	"http://programmingpraxis.com/2010/03/26/the-next-prime/"			
"20100323"	"Texas Hold ‘Em"	"http://programmingpraxis.com/2010/03/23/texas-hold-em/"			
"20100319"	"Extending Pollard’s P-1 Factorization Algorithm"	"http://programmingpraxis.com/2010/03/19/extending-pollards-p-1-factorization-algorithm/"			
"20100316"	"Traveling Salesman: Nearest Neighbor"	"http://programmingpraxis.com/2010/03/16/traveling-salesman-nearest-neighbor/"			
"20100312"	"Traveling Salesman: Brute Force"	"http://programmingpraxis.com/2010/03/12/traveling-salesman-brute-force/"			
"20100309"	"Lexicographic Permutations"	"http://programmingpraxis.com/2010/03/09/lexicographic-permutations/"			
"20100305"	"Binary Search Tree"	"http://programmingpraxis.com/2010/03/05/binary-search-tree/"			
"20100302"	"Goldbach’s Conjecture"	"http://programmingpraxis.com/2010/03/02/goldbachs-conjecture/"			
"20100226"	"Run Length Encoding"	"http://programmingpraxis.com/2010/02/26/run-length-encoding/"			
"20100223"	"Engineering A Sort Function"	"http://programmingpraxis.com/2010/02/23/engineering-a-sort-function/"			
"20100219"	"Sieve Of Atkin, Improved"	"http://programmingpraxis.com/2010/02/19/sieve-of-atkin-improved/"			
"20100216"	"Soundex"	"http://programmingpraxis.com/2010/02/16/soundex/"			
"20100212"	"Sieve Of Atkin"	"http://programmingpraxis.com/2010/02/12/sieve-of-atkin/"			
"20100209"	"Numerical Integration"	"http://programmingpraxis.com/2010/02/09/numerical-integration/"			
"20100205"	"Segmented Sieve Of Eratosthenes"	"http://programmingpraxis.com/2010/02/05/segmented-sieve-of-eratosthenes/"			
"20100202"	"Proving Primality"	"http://programmingpraxis.com/2010/02/02/proving-primality/"			
"20100129"	"Straddling Checkerboard"	"http://programmingpraxis.com/2010/01/29/straddling-checkerboard/"			
"20100126"	"Primality Checking, Revisited"	"http://programmingpraxis.com/2010/01/26/primality-checking-revisited/"			
"20100122"	"Phases Of The Moon"	"http://programmingpraxis.com/2010/01/22/phases-of-the-moon/"			
"20100119"	"Flight Planning"	"http://programmingpraxis.com/2010/01/19/flight-planning/"			
"20100115"	"Three Binary Algorithms"	"http://programmingpraxis.com/2010/01/15/three-binary-algorithms/"			
"20100112"	"Calculating Sines"	"http://programmingpraxis.com/2010/01/12/calculating-sines/"			
"20100108"	"Nim"	"http://programmingpraxis.com/2010/01/08/nim/"			
"20100105"	"The Sum Of Two Squares"	"http://programmingpraxis.com/2010/01/05/the-sum-of-two-squares/"			
"20100101"	"Cal"	"http://programmingpraxis.com/2010/01/01/cal-2/"			
"20091229"	"A Statisticle Speling Korrecter"	"http://programmingpraxis.com/2009/12/29/a-statisticle-speling-korrecter/"			
"20091225"	"Merry Christmas"	"http://programmingpraxis.com/2009/12/25/merry-christmas/"			
"20091222"	"Permuted Index"	"http://programmingpraxis.com/2009/12/22/permuted-index/"			
"20091218"	"Calculating Logarithms"	"http://programmingpraxis.com/2009/12/18/calculating-logarithms/"			
"20091215"	"Affine-Shift Cipher"	"http://programmingpraxis.com/2009/12/15/affine-shift-cipher/"			
"20091211"	"Selection"	"http://programmingpraxis.com/2009/12/11/selection/"			
"20091208"	"Word Count"	"http://programmingpraxis.com/2009/12/08/word-count/"			
"20091204"	"Autokey"	"http://programmingpraxis.com/2009/12/04/autokey/"			
"20091201"	"Wolves And Rabbits"	"http://programmingpraxis.com/2009/12/01/wolves-and-rabbits/"			
"20091127"	"$7.11"	"http://programmingpraxis.com/2009/11/27/7-11/"			
"20091124"	"Sunrise, Sunset"	"http://programmingpraxis.com/2009/11/24/sunrise-sunset/"			
"20091120"	"Master Mind, Part 2"	"http://programmingpraxis.com/2009/11/20/master-mind-part-2/"			
"20091117"	"Master Mind, Part 1"	"http://programmingpraxis.com/2009/11/17/master-mind-part-1/"			
"20091113"	"Two Linear Sorts"	"http://programmingpraxis.com/2009/11/13/two-linear-sorts/"			
"20091110"	"Merge Sort"	"http://programmingpraxis.com/2009/11/10/merge-sort/"			
"20091106"	"Heap Sort"	"http://programmingpraxis.com/2009/11/06/heap-sort/"			
"20091103"	"Quick Sort"	"http://programmingpraxis.com/2009/11/03/quick-sort/"			
"20091030"	"Two Sub-Quadratic Sorts"	"http://programmingpraxis.com/2009/10/30/two-sub-quadratic-sorts/"			
"20091027"	"Three Quadratic Sorts"	"http://programmingpraxis.com/2009/10/27/three-quadratic-sorts/"			
"20091023"	"Mr. S. and Mr. P."	"http://programmingpraxis.com/2009/10/23/mr-s-and-mr-p/"			
"20091020"	"Shuffle"	"http://programmingpraxis.com/2009/10/20/shuffle/"			
"20091016"	"Growable Arrays"	"http://programmingpraxis.com/2009/10/16/growable-arrays/"			
"20091013"	"Bifid Cipher"	"http://programmingpraxis.com/2009/10/13/bifid-cipher/"			
"20091009"	"Calculating Pi"	"http://programmingpraxis.com/2009/10/09/calculating-pi/"			
"20091006"	"MapReduce"	"http://programmingpraxis.com/2009/10/06/mapreduce/"			
"20091002"	"Red-Black Trees"	"http://programmingpraxis.com/2009/10/02/red-black-trees/"			
"20090929"	"Green Eyes"	"http://programmingpraxis.com/2009/09/29/green-eyes/"			
"20090925"	"Grep"	"http://programmingpraxis.com/2009/09/25/grep/"			
"20090922"	"Regular Expressions, Part 3"	"http://programmingpraxis.com/2009/09/22/regular-expressions-part-3/"			
"20090918"	"Regular Expressions, Part 2"	"http://programmingpraxis.com/2009/09/18/regular-expressions-part-2/"			
"20090915"	"Regular Expressions, Part 1"	"http://programmingpraxis.com/2009/09/15/regular-expressions-part-1/"			
"20090911"	"Beautiful Code"	"http://programmingpraxis.com/2009/09/11/beautiful-code/"			
"20090908"	"Porter Stemming"	"http://programmingpraxis.com/2009/09/08/porter-stemming/"			
"20090904"	"Ron’s Cipher #4"	"http://programmingpraxis.com/2009/09/04/rons-cipher-4/"			
"20090901"	"String Search: Rabin-Karp"	"http://programmingpraxis.com/2009/09/01/string-search-rabin-karp/"			
"20090828"	"String Search: Boyer-Moore"	"http://programmingpraxis.com/2009/08/28/string-search-boyer-moore/"			
"20090825"	"String Search: Knuth-Morris-Pratt"	"http://programmingpraxis.com/2009/08/25/string-search-knuth-morris-pratt/"			
"20090821"	"String Search: Brute Force"	"http://programmingpraxis.com/2009/08/21/string-search-brute-force/"			
"20090818"	"Blum Blum Shub"	"http://programmingpraxis.com/2009/08/18/blum-blum-shub/"			
"20090814"	"Pairing Heaps"	"http://programmingpraxis.com/2009/08/14/pairing-heaps/"			
"20090814"	"Update: The Daily WTF"	"http://programmingpraxis.com/2009/08/14/update-the-daily-wtf/"			
"20090813"	"The Daily WTF maliciously infringes Programming Praxis trademark"	"http://programmingpraxis.com/2009/08/13/the-daily-wtf-maliciously-infringes-programming-praxis-trademark/"			
"20090811"	"Uncle Bob’s Bowling Game Kata"	"http://programmingpraxis.com/2009/08/11/uncle-bobs-bowling-game-kata/"			
"20090807"	"ADFGX"	"http://programmingpraxis.com/2009/08/07/adfgx/"			
"20090804"	"Lenstra’s Algorithm"	"http://programmingpraxis.com/2009/08/04/lenstras-algorithm/"			
"20090731"	"Elliptic Curve Factorization"	"http://programmingpraxis.com/2009/07/31/elliptic-curve-factorization/"			
"20090728"	"Elliptic Curves"	"http://programmingpraxis.com/2009/07/28/elliptic-curves/"			
"20090724"	"Let’s Make A Deal!"	"http://programmingpraxis.com/2009/07/24/lets-make-a-deal/"			
"20090721"	"Pollard’s P-1 Factorization Algorithm"	"http://programmingpraxis.com/2009/07/21/pollards-p-1-factorization-algorithm/"			
"20090717"	"International Mathematical Olympiad"	"http://programmingpraxis.com/2009/07/17/international-mathematical-olympiad/"			
"20090714"	"The Daily Cryptogram"	"http://programmingpraxis.com/2009/07/14/the-daily-cryptogram/"			
"20090712"	"A Golden Exercise"	"http://programmingpraxis.com/2009/07/12/a-golden-exercise/"			
"20090710"	"The Golden Ratio"	"http://programmingpraxis.com/2009/07/10/the-golden-ratio/"			
"20090707"	"Modular Arithmetic"	"http://programmingpraxis.com/2009/07/07/modular-arithmetic/"			
"20090703"	"The Playfair Cipher"	"http://programmingpraxis.com/2009/07/03/the-playfair-cipher/"			
"20090630"	"Steve Yegge’s Phone-Screen Coding Exercises"	"http://programmingpraxis.com/2009/06/30/steve-yegges-phone-screen-coding-exercises/"			
"20090626"	"Treaps"	"http://programmingpraxis.com/2009/06/26/treaps/"			
"20090623"	"The Mod Out System"	"http://programmingpraxis.com/2009/06/23/the-mod-out-system/"			
"20090619"	"Monte Carlo Factorization"	"http://programmingpraxis.com/2009/06/19/monte-carlo-factorization/"			
"20090617"	"We’re moving and changing!"	"http://programmingpraxis.com/2009/06/17/were-moving-and-changing/"			
"20090616"	"Who Owns The Zebra?"	"http://programmingpraxis.com/2009/06/16/who-owns-the-zebra/"			
"20090612"	"Feynman’s Puzzle"	"http://programmingpraxis.com/2009/06/12/feynmans-puzzle/"			
"20090609"	"Longest Common Subsequence"	"http://programmingpraxis.com/2009/06/09/longest-common-subsequence/"			
"20090605"	"Ternary Search Tries"	"http://programmingpraxis.com/2009/06/05/ternary-search-tries/"			
"20090602"	"Pig Latin"	"http://programmingpraxis.com/2009/06/02/pig-latin/"			
"20090529"	"Double Transposition Cipher"	"http://programmingpraxis.com/2009/05/29/double-transposition-cipher/"			
"20090526"	"Word Search Solver"	"http://programmingpraxis.com/2009/05/26/word-search-solver/"			
"20090522"	"The Next Palindrome"	"http://programmingpraxis.com/2009/05/22/the-next-palindrome/"			
"20090519"	"Fermat’s Method"	"http://programmingpraxis.com/2009/05/19/fermats-method/"			
"20090515"	"Cellular Automata"	"http://programmingpraxis.com/2009/05/15/cellular-automata/"			
"20090512"	"Loan Amortization"	"http://programmingpraxis.com/2009/05/12/loan-amortization/"			
"20090508"	"Wheel Factorization"	"http://programmingpraxis.com/2009/05/08/wheel-factorization/"			
"20090505"	"Priority Queues"	"http://programmingpraxis.com/2009/05/05/priority-queues/"			
"20090501"	"Primality Checking"	"http://programmingpraxis.com/2009/05/01/primality-checking/"			
"20090428"	"Morse Code"	"http://programmingpraxis.com/2009/04/28/morse-code/"			
"20090424"	"Word Hy-phen-a-tion By Com-pu-ter"	"http://programmingpraxis.com/2009/04/24/word-hy-phen-a-tion-by-com-pu-ter/"			
"20090421"	"Probabilistic Spell Checking"	"http://programmingpraxis.com/2009/04/21/probabilistic-spell-checking/"			
"20090417"	"Spell Checking"	"http://programmingpraxis.com/2009/04/17/spell-checking/"			
"20090414"	"Google Treasure Hunt 2008 Puzzle 4"	"http://programmingpraxis.com/2009/04/14/google-treasure-hunt-2008-puzzle-4/"			
"20090410"	"Anagrams"	"http://programmingpraxis.com/2009/04/10/anagrams/"			
"20090407"	"Flipping Pancakes"	"http://programmingpraxis.com/2009/04/07/flipping-pancakes/"			
"20090403"	"Programming the Turing Machine"	"http://programmingpraxis.com/2009/04/03/programming-the-turing-machine/"			
"20090331"	"Rail-Fence Cipher"	"http://programmingpraxis.com/2009/03/31/rail-fence-cipher/"			
"20090327"	"A Turing Machine Simulator"	"http://programmingpraxis.com/2009/03/27/a-turing-machine-simulator/"			
"20090323"	"Binary Search"	"http://programmingpraxis.com/2009/03/23/binary-search/"			
"20090320"	"Dodgson’s Doublets"	"http://programmingpraxis.com/2009/03/20/dodgsons-doublets/"			
"20090317"	"Comma-Separated Values"	"http://programmingpraxis.com/2009/03/17/comma-separated-values/"			
"20090313"	"Friday, the Thirteenth"	"http://programmingpraxis.com/2009/03/13/friday-the-thirteenth/"			
"20090310"	"Word Frequencies"	"http://programmingpraxis.com/2009/03/10/word-frequencies/"			
"20090306"	"Roman Numerals"	"http://programmingpraxis.com/2009/03/06/roman-numerals/"			
"20090303"	"Creation"	"http://programmingpraxis.com/2009/03/03/creation/"			
"20090227"	"Mark V. Shaney"	"http://programmingpraxis.com/2009/02/27/mark-v-shaney/"			
"20090224"	"Mardi Gras"	"http://programmingpraxis.com/2009/02/24/mardi-gras/"			
"20090220"	"A Self-Reproducing Program"	"http://programmingpraxis.com/2009/02/20/a-self-reproducing-program/"			
"20090220"	"The Digits of Pi"	"http://programmingpraxis.com/2009/02/20/the-digits-of-pi/"			
